pumedid	entity_id	entity	entity_type	correct	not_an_entity	wrong_border	entity_position
25179861	001	protein 1 transcription factor	gene	0	0	0	1165:1194
25137178	001	lingual mucosa	phenotype	0	0	0	42:55
25137178	002	keratin fibers	phenotype	0	0	0	554:567
25109712	001	eggs fertility	phenotype	0	0	0	209:222
25109712	002	higher fertility	phenotype	0	0	0	304:319,504:519
25109712	003	egg weight	phenotype	0	0	0	681:690
25109712	004	yolk fertility	phenotype	0	0	0	734:747
25109712	005	Yolk 1 fertility	phenotype	0	0	0	829:844
25109712	006	Yolk 2 fertility	phenotype	0	0	0	945:960
25109712	007	egg size	phenotype	0	0	0	994:1001
25085390	001	fatty liver	phenotype	0	0	0	29:39,1940:1950
25085390	002	feed conversion	phenotype	0	0	0	1398:1412
25085390	003	liver weight	phenotype	0	0	0	1769:1780
25003652	001	thyroid hormone	gene	0	0	0	837:851
25002547	001	CP 15	gene	0	0	0	399:403
25002547	002	CP 10.5	gene	0	0	0	613:619
25002547	003	Body weight	phenotype	0	0	0	927:937
24992969	001	LEP	gene	0	0	0	15:17,222:224,1064:1066,1119:1121
24981929	001	malignant diseases	phenotype	0	0	0	106:123
24981929	002	heavy polypeptide 1 gene	gene	0	0	0	181:204
24981929	003	FTH1	gene	0	0	0	207:210,404:407,804:807,837:840
24981929	004	ferritin H	gene	0	0	0	1155:1164
24981929	005	viral infections	phenotype	0	0	0	1761:1776
24926893	001	GAPDH	gene	0	0	0	535:539
24926893	002	GUSB	gene	0	0	0	542:545
24926893	003	HMBS	gene	0	0	0	548:551
24926893	004	PGK1	gene	0	0	0	560:563,1560:1563
24926893	005	RPL13	gene	0	0	0	566:570
24926893	006	RPL19	gene	0	0	0	573:577
24926893	007	RPS7	gene	0	0	0	580:583,1566:1569
24926893	008	SDHA	gene	0	0	0	586:589
24926893	009	TFRC	gene	0	0	0	592:595,1572:1575
24926893	00A	VIM	gene	0	0	0	598:600
24926893	00B	YWHAZ	gene	0	0	0	603:607,1578:1582
24926893	00C	FOXP2	gene	0	0	0	1224:1228
24926893	00D	EGR1	gene	0	0	0	1261:1264
24913959	001	body weight	phenotype	0	0	0	286:296
24913959	002	skin weight	phenotype	0	0	0	679:689
24913959	003	fatness of leg muscle	phenotype	0	0	0	803:823
24899432	001	interferon gene	gene	0	0	0	222:236
24879704	001	fatty liver	phenotype	0	0	0	307:317
24879704	002	fat loss	phenotype	0	0	0	1417:1424
24879704	003	adenosine triphosphate amount	gene	0	0	0	1482:1510
24804691	001	neuronal development	phenotype	0	0	0	951:970
24804691	002	glycine amidinotransferase	gene	0	0	0	1065:1090
24804691	003	aldolase B	gene	0	0	0	1093:1102
24804691	004	phosphofructokinase type C	gene	0	0	0	1155:1180
24804691	005	haemoglobin subunit alpha	gene	0	0	0	1215:1239
24804691	006	arginine deficiency	phenotype	0	0	0	981:999
24795314	001	myogenic regulatory factors	gene	0	0	0	24:50
24795314	002	mammalian skeletal myogenesis	phenotype	0	0	0	61:89
24795314	003	embryonic development	phenotype	0	0	0	215:235
24795314	004	Myf5	gene	0	0	0	311:314
24795314	005	Myf6	gene	0	0	0	317:320,1203:1206
24795314	006	breast muscle	phenotype	0	0	0	438:450
24795314	007	Body weight	phenotype	0	0	0	555:565
24795314	008	muscle weight	phenotype	0	0	0	571:583,1145:1157,1266:1278,1145:1157,1266:1278
24795314	009	maintaining the development	phenotype	0	0	0	977:1003
24795314	00A	skeletal muscle growth	phenotype	0	0	0	1502:1523
24788792	001	clinical disease	phenotype	0	0	0	1340:1355
24779463	001	Cygnus buccinator	phenotype	0	0	0	77:93
24751587	001	drake neck plumage	phenotype	0	0	0	1001:1018
24696190	001	activated receptor	gene	0	0	0	615:632
24696190	002	enhancer binding protein	gene	0	0	0	659:682
24696190	003	binding protein	gene	0	0	0	668:682,728:742
24696190	004	FABP4	gene	0	0	0	745:749,1215:1219
24584267	001	metal accumulation	phenotype	0	0	0	414:431
24562817	001	spacer 1	gene	0	0	0	1074:1081
24561606	001	Chelydra serpentina and Ocadia sinensis	phenotype	0	0	0	534:572
24555793	001	growth factor	gene	0	0	0	69:81
24555793	002	I receptor	gene	0	0	0	249:258
24555793	003	IGF binding protein ( IGFBP	gene	0	0	0	
24555793	004	embryonic development	phenotype	0	0	0	389:409,625:645,948:968
24502738	001	neurologic clinical	phenotype	0	0	0	118:136
24429073	001	muscle development	phenotype	0	0	0	78:95
24429073	002	embryonic muscle development	phenotype	0	0	0	505:532
24412807	001	liver metabolism	phenotype	0	0	0	249:264,1659:1674
24412807	002	protein catabolism	phenotype	0	0	0	592:609,770:787
24412807	003	lean meat deposition	phenotype	0	0	0	821:840
24412807	004	fat deposition	phenotype	0	0	0	870:883,2232:2245
24412807	005	stress response	phenotype	0	0	0	991:1005,2346:2360
24394476	001	weight gain	phenotype	0	0	0	481:491
26155095	001	gallopavo interferon beta	gene	0	0	0	68:92
26155095	002	IFN	gene	0	0	0	95:97,226:228,634:636,718:720,781:783,855:857,634:636,718:720,781:783,855:857,634:636,718:720,781:783,855:857,634:636,718:720,781:783,855:857,982:984,1088:1090
24324871	001	sigmaS = 0	phenotype	0	0	0	1374:1383,1594:1603
24324871	002	sigmaS > 0	phenotype	0	0	0	1389:1398,1667:1676
24294189	001	gastrointestinal tract	phenotype	0	0	0	153:174
24294189	002	infections of urinary tract	phenotype	0	0	0	434:460
24294189	003	glucose uptake	phenotype	0	0	0	808:821,889:902
24294189	004	glucose dehydrogenase	gene	0	0	0	935:955
24192340	001	HP H5N1	gene	0	0	0	646:652
24180358	001	Myf6	gene	0	0	0	14:17,232:235,371:374,732:735,917:920,1176:1179,1347:1350,1454:1457,1347:1350,1454:1457
24180358	002	muscle regulatory factors	gene	0	0	0	36:60
24180358	003	muscle growth	phenotype	0	0	0	90:102
24180358	004	breast muscle	phenotype	0	0	0	548:560
24160690	001	cytochrome oxidase 1	gene	0	0	0	741:759
24146753	001	viral diseases	phenotype	0	0	0	210:223
24146753	002	AIV infection	phenotype	0	0	0	1083:1095,1131:1143
24146753	003	viral infection	phenotype	0	0	0	1284:1298
24146753	004	virus infection	phenotype	0	0	0	1400:1414
24146753	005	behavior of conspecifics	phenotype	0	0	0	1448:1471
24126784	001	Cell proliferation	phenotype	0	0	0	613:630
24126784	002	Pax7	gene	0	0	0	1323:1326
24126784	003	myoblast proliferation	phenotype	0	0	0	1432:1453
24116183	001	heat stress	phenotype	0	0	0	161:171,1140:1150,1742:1752,1808:1818,1742:1752,1808:1818
24116183	002	heat shock protein ( HSP	gene	0	0	0	
24116183	003	adenosylmethionine synthetase	gene	0	0	0	1228:1256
24116183	004	cell death	phenotype	0	0	0	1426:1435
24116183	005	amino acid metabolism	phenotype	0	0	0	1461:1481
24076354	001	derived chemotaxin 2	gene	0	0	0	16:35
24076354	002	LECT2	gene	0	0	0	38:42,223:227,540:544,569:573,578:582,959:963,1078:1082,1105:1109,1185:1189
24076354	003	regulation of liver regeneration	phenotype	0	0	0	107:138
24076354	004	natural killer T	phenotype	0	0	0	161:176
24076354	005	cell homeostasis	phenotype	0	0	0	178:193
24076354	006	viral infections	phenotype	0	0	0	1714:1729
24033258	001	host density	phenotype	0	0	0	368:379
24033258	002	LPAIV infection	phenotype	0	0	0	1415:1429,1833:1847
24028398	001	Newcastle disease virus	phenotype	0	0	0	13:35
24028398	002	Newcastle disease	phenotype	0	0	0	13:29,73:89
23973707	001	male body size	phenotype	0	0	0	821:834
23967575	001	pond density	phenotype	0	0	0	1116:1127,1177:1188
23931677	001	cell size	phenotype	0	0	0	531:539,801:809
23916865	001	HPAI virus infections	phenotype	0	0	0	710:730
23916689	001	Retinoic acid	gene	0	0	0	1:13
23916689	002	innate immunity	phenotype	0	0	0	219:233
23916689	003	viral infection	phenotype	0	0	0	987:1001
23914249	001	vessel mesenteric	phenotype	0	0	0	511:527
23914249	002	schistosome visceral	phenotype	0	0	0	800:819
23914249	003	cercarial dermatitis	phenotype	0	0	0	879:898
23911982	001	testis size	phenotype	0	0	0	1006:1016
23911982	002	carotenoid concentration	phenotype	0	0	0	1022:1045
23876184	001	HPAI virus infection	phenotype	0	0	0	1227:1246
23773971	001	life span	phenotype	0	0	0	484:492
23773971	002	aryl hydrocarbon receptor	gene	0	0	0	1952:1976
23749191	001	influenza infection	phenotype	0	0	0	697:715
23721954	001	cytochrome c oxidase	gene	0	0	0	485:504
23678723	001	Newcastle disease	phenotype	0	0	0	28:44,288:304,28:44,288:304
23678723	002	weight gain	phenotype	0	0	0	400:410
23678723	003	growth of infected	phenotype	0	0	0	1146:1163
23637797	001	IAV infection	phenotype	0	0	0	451:463,595:607
23637797	002	IAV disease	phenotype	0	0	0	1531:1541
23603471	001	body mass	phenotype	0	0	0	319:327
23531827	001	carotenoid assimilation ability	phenotype	0	0	0	838:868
23531827	002	increase immune response	phenotype	0	0	0	964:987
23531827	003	nitric oxide levels	phenotype	0	0	0	1374:1392
23531827	004	ovarian development	phenotype	0	0	0	1434:1452
23531827	005	bile pigments	phenotype	0	0	0	1505:1517
23500832	001	circulatory disturbances	phenotype	0	0	0	606:629
23500832	002	inflammations to leukocytic infiltration	phenotype	0	0	0	655:694
23500832	003	liver and kidney	phenotype	0	0	0	699:714
23459475	001	wild type	phenotype	0	0	0	1243:1251
23402121	001	viral infection	phenotype	0	0	0	576:590
23402121	002	LPAI virus infection	phenotype	0	0	0	969:988
23397842	001	inflammatory response	phenotype	0	0	0	393:413
23397842	002	bacterial lipopolysaccharide	phenotype	0	0	0	476:503
23397842	003	hemolysis	phenotype	0	0	0	687:695
23397842	004	increased liver weights	phenotype	0	0	0	831:853
23397842	005	decreased body and splenic	phenotype	0	0	0	856:881
23397842	006	decreased packed cell volume	phenotype	0	0	0	896:923
23354058	001	RP1	gene	0	0	0	616:618,759:761
23354058	002	RP2	gene	0	0	0	626:628
23344844	001	breast muscle	phenotype	0	0	0	100:112
23344844	002	musculus pectoralis	phenotype	0	0	0	119:137
23344844	003	dry weight	phenotype	0	0	0	371:380
23342979	001	tooth loss	phenotype	0	0	0	512:521
23342979	002	enamel matrix protein	gene	0	0	0	1286:1306
23342979	003	AMBN	gene	0	0	0	1377:1380,1604:1607
23342979	004	ENAM	gene	0	0	0	1386:1389,1619:1622
23342979	005	AMEL	gene	0	0	0	1472:1475,1610:1613
23342979	006	tooth development	phenotype	0	0	0	2143:2159
23307376	001	LPAI virus infection	phenotype	0	0	0	1085:1104
23307376	002	intestinal infection	phenotype	0	0	0	1347:1366
23307376	003	occasional degenerating cells	phenotype	0	0	0	1389:1417
23242805	001	body weight gain	phenotype	0	0	0	683:698
23242805	002	proliferative pneumonia	phenotype	0	0	0	905:927
23242805	003	cloacal swabs	phenotype	0	0	0	1189:1201
23242805	004	pulmonary lesions	phenotype	0	0	0	1289:1305
23242805	005	intestinal tract infection	phenotype	0	0	0	1311:1336
23237367	001	LPAIV infection	phenotype	0	0	0	239:253,1204:1218
23224277	001	density lipoprotein receptor	gene	0	0	0	5:32,82:109
23224277	002	related protein 8	gene	0	0	0	34:50
23224277	003	LRP8	gene	0	0	0	53:56,327:330,355:358,446:449,645:648,446:449,645:648,713:716,816:819,1005:1008,1335:1338
23224277	004	body lipoprotein homeostasis	phenotype	0	0	0	141:168
23224277	005	LDLR	gene	0	0	0	568:571
23224277	006	abdominal adipose tissue	phenotype	0	0	0	1242:1265
23214376	001	bone mineral density BMD	phenotype	0	0	0	5:28
23214376	002	bone mineral density	phenotype	0	0	0	833:852,917:936,833:852,917:936
23214376	003	deformities and fractures of the tibiotarsal bones	phenotype	0	0	0	1416:1465
23214376	004	limb diseases	phenotype	0	0	0	1635:1647
23148259	001	fatty liver	phenotype	0	0	0	161:171,857:867,1514:1524
23148259	002	lipid content	phenotype	0	0	0	1642:1654,1756:1768
23148259	003	fatty liver weight	phenotype	0	0	0	1715:1732
23148259	004	triglyceride content	phenotype	0	0	0	1948:1967,2194:2213
23148259	005	triglyceride contents	phenotype	0	0	0	2194:2214
23145046	001	influenza A	phenotype	0	0	0	80:90
23130574	001	aspartate aminotransferase	gene	0	0	0	45:70,751:776
23130574	002	adrenocorticotrophic hormone	gene	0	0	0	289:316
23121919	001	cercarial dermatitis	phenotype	0	0	0	373:392,1015:1034
23121919	002	neglected disease	phenotype	0	0	0	1082:1098
23112840	001	DHV infection	phenotype	0	0	0	1307:1319
23112840	002	microbial infection	phenotype	0	0	0	1439:1457
23050463	001	clade 1	gene	0	0	0	555:561
23050463	002	IFN	gene	0	0	0	1390:1392,1401:1403,1390:1392,1401:1403
23050463	003	CCL19	gene	0	0	0	1418:1422
23050463	004	TLR7	gene	0	0	0	1522:1525
23050463	005	virus infection	phenotype	0	0	0	1610:1624,2024:2038
23050463	006	systemic infection	phenotype	0	0	0	1825:1842
23045806	001	sloughing of the affected	phenotype	0	0	0	439:463
23045806	002	chronic stress	phenotype	0	0	0	667:680
23031599	001	initial fertility	phenotype	0	0	0	2060:2076
23031599	002	fertility rate	phenotype	0	0	0	2124:2137
22991545	001	pattern of subcutaneous adipose tissue growth	phenotype	0	0	0	62:106
22991545	002	tail interacting protein	gene	0	0	0	608:631
22991545	003	adipose differentiation	gene	0	0	0	642:664
22991545	004	related protein	gene	0	0	0	666:680
22991545	005	NSF	gene	0	0	0	1140:1142
22991545	006	adipose expansion	phenotype	0	0	0	1769:1785
22940115	001	plumage condition	phenotype	0	0	0	95:111
22859590	001	genetic reassortments	phenotype	0	0	0	1232:1252
22855613	001	locomotor behavior	phenotype	0	0	0	864:881
22855613	002	body mass	phenotype	0	0	0	1181:1189
22855613	003	hindlimb muscle mass	phenotype	0	0	0	1215:1234
22855613	004	bone growth	phenotype	0	0	0	1315:1325
22855612	001	feather unfurling	phenotype	0	0	0	1071:1087
22816511	001	AIV infection	phenotype	0	0	0	1538:1550,1893:1905
22771313	001	nutrient metabolism	phenotype	0	0	0	114:132
22771313	002	lean Pekin duck liver	phenotype	0	0	0	155:175
22771313	003	maintaining the high basal metabolism	phenotype	0	0	0	813:849
22771313	004	duck liver	phenotype	0	0	0	1290:1299
22723478	001	magnetic anomaly	phenotype	0	0	0	762:777
22705491	001	oxidative stress	phenotype	0	0	0	337:352,1281:1296,1473:1488
22705491	002	oxidative damage	phenotype	0	0	0	822:837
22705491	003	oxidative damage levels	phenotype	0	0	0	1161:1183
22666443	001	quantifying beak coloration	phenotype	0	0	0	1000:1026
22666443	002	nitric oxide production	phenotype	0	0	0	1643:1665
22666443	003	beak coloration	phenotype	0	0	0	1756:1770
22652187	001	duck liver	phenotype	0	0	0	343:352
22652187	002	subcutaneous adipose tissue	phenotype	0	0	0	355:381
22652187	003	abdominal adipose tissue	phenotype	0	0	0	387:410
22652187	004	plasma triacylglycerol	phenotype	0	0	0	469:490
22652187	005	TG	gene	0	0	0	795:796
22652187	006	hepatic lipogenesis	phenotype	0	0	0	1445:1463
22645836	001	paresis	phenotype	0	0	0	123:129
22645836	002	paralysis	phenotype	0	0	0	135:143
22645836	003	seizures	phenotype	0	0	0	231:238
22645836	004	intention tremors	phenotype	0	0	0	244:260
22645836	005	pelvic limbs	phenotype	0	0	0	340:351
22645836	006	dehydration	phenotype	0	0	0	463:473
22645836	007	anemia	phenotype	0	0	0	551:556
22645836	008	hypoglycemia	phenotype	0	0	0	576:587
22645836	009	cardiopulmonary arrest	phenotype	0	0	0	719:740
22645836	00A	neuronal ceroid lipofuscinosis	phenotype	0	0	0	862:891
22645833	001	bacterial infections	phenotype	0	0	0	1213:1232
22645833	002	bacterial diseases	phenotype	0	0	0	1893:1910
22609802	001	influenza A	phenotype	0	0	0	830:840
22609802	002	dry swabs	phenotype	0	0	0	1006:1014
22591010	001	duck melanocortin 1 receptor	gene	0	0	0	64:91
22591010	002	melanocyte stimulating hormone receptor	gene	0	0	0	100:138
22591010	003	MC1R	gene	0	0	0	142:145,189:192,349:352,142:145,189:192,349:352,142:145,189:192,349:352,561:564
22558299	001	hantavirus pulmonary syndrome	phenotype	0	0	0	48:76
22558299	002	respiratory distress	phenotype	0	0	0	418:437
22558299	003	hamster lethal disease	phenotype	0	0	0	553:574
22536424	001	influenza A virus infection	phenotype	0	0	0	702:728
22481893	001	myogenic enhancer transcription factor 2a	gene	0	0	0	13:53
22481893	002	MEF2A	gene	0	0	0	56:60,149:153,325:329,419:423,751:755,965:969,1027:1031,1082:1086,1143:1147,1082:1086,1143:1147
22481893	003	SRF	gene	0	0	0	470:472
22481893	004	serum response factor	gene	0	0	0	476:496
22481893	005	activated protein kinase	gene	0	0	0	517:540
22481893	006	MEF2A transcription factor	gene	0	0	0	1027:1052
22442675	001	endoplasmic retention	phenotype	0	0	0	757:777
22403642	001	distance dispersal	phenotype	0	0	0	118:135
22403642	002	survival over time	phenotype	0	0	0	648:665
22403642	003	dispersal distance greatly	phenotype	0	0	0	1021:1046
22403642	004	net energy intake	phenotype	0	0	0	1431:1447
22326660	001	abdominal distension	phenotype	0	0	0	75:94
22326660	002	tridermic teratoma	phenotype	0	0	0	224:241
22326660	003	tridermic benign intracoelomic teratoma	phenotype	0	0	0	668:706
22221240	001	body weight	phenotype	0	0	0	109:119,673:683,1591:1601
22221240	002	live body weight	phenotype	0	0	0	1100:1115
22221240	003	breast muscle	phenotype	0	0	0	1358:1370
22211771	001	short midpiece	phenotype	0	0	0	316:329
22201802	001	calcium carbonate	phenotype	0	0	0	560:576
22201802	002	mammillary cone formation	phenotype	0	0	0	644:668
22201802	003	palisade layer calcification	phenotype	0	0	0	684:711
22177482	001	dry weight	phenotype	0	0	0	1235:1244
22146993	001	long tegumental spines	phenotype	0	0	0	1043:1064
22139676	001	deformed embryos	phenotype	0	0	0	897:912
22111627	001	early embryonic	phenotype	0	0	0	305:319
22111627	002	neural tube	phenotype	0	0	0	403:413
22107096	001	double infection	phenotype	0	0	0	856:871
22105827	001	developmental stage 4	phenotype	0	0	0	270:290
22105827	002	embryo death	phenotype	0	0	0	657:668
22042039	001	deformities spina bifida	phenotype	0	0	0	1248:1271
22042039	002	craniorachischisis	phenotype	0	0	0	1277:1294
22036527	001	enteric diseases	phenotype	0	0	0	102:117
22036527	002	NADH oxidase	gene	0	0	0	663:674
22036527	003	intermedia and	phenotype	0	0	0	859:872
22028812	001	absence of migration delay	phenotype	0	0	0	987:1012
22028812	002	AI infection	phenotype	0	0	0	1886:1897
21995264	001	AIV infection	phenotype	0	0	0	1599:1611
21927945	001	dry weight	phenotype	0	0	0	402:411,434:443,402:411,434:443,553:562
21857940	001	influenza A viruses	phenotype	0	0	0	60:78
21857940	002	IAV infection	phenotype	0	0	0	191:203,1658:1670
21857940	003	LPAIV infection	phenotype	0	0	0	1002:1016,1475:1489
21857940	004	poor condition	phenotype	0	0	0	1744:1757
21856003	001	DHV infection	phenotype	0	0	0	1239:1251
21819592	001	very low density lipoprotein receptor gene	gene	0	0	0	17:58
21819592	002	VLDLR	gene	0	0	0	61:65,340:344,473:477,535:539,935:939,1334:1338,1386:1390,1435:1439,1386:1390,1435:1439,1494:1498,1702:1706,1873:1877,2004:2008
21819592	003	low density lipoprotein receptor	gene	0	0	0	22:53,85:116
21819592	004	LDLR	gene	0	0	0	62:65,119:122
21819592	005	duck VLDLR	gene	0	0	0	1241:1250
21819592	006	body weight	phenotype	0	0	0	1806:1816
21789252	001	body mass	phenotype	0	0	0	87:95,978:986
21789252	002	lean body mass	phenotype	0	0	0	497:510
21789252	003	loss of body mass	phenotype	0	0	0	1076:1092
21789252	004	body mass loss	phenotype	0	0	0	1248:1261
21749425	001	egg weight	phenotype	0	0	0	1349:1358
21728797	001	temporal appearance	phenotype	0	0	0	98:116
21719198	001	Toxoplasma gondii infection	phenotype	0	0	0	43:69
21682282	001	protoporphyrin IX	gene	0	0	0	893:909
21682099	001	tufted duck	phenotype	0	0	0	1219:1229
21653587	001	parasite pressure	phenotype	0	0	0	1517:1533
21614608	001	duck embryonic	phenotype	0	0	0	25:38
21614608	002	embryonic myoblasts	phenotype	0	0	0	191:209
21614608	003	Desmin	gene	0	0	0	317:322,1037:1042,1182:1187
21614608	004	muscle creatine kinase	gene	0	0	0	329:350
21613520	001	cranial kinesis	phenotype	0	0	0	7:21
21613520	002	bill elevation	phenotype	0	0	0	207:220
21613520	003	mandibular depression	phenotype	0	0	0	1385:1405
21612413	001	Toxoplasma gondii infection	phenotype	0	0	0	61:87
21612413	002	gondii infection	phenotype	0	0	0	227:242
21597064	001	body temperature	phenotype	0	0	0	581:596
21560150	001	April 20	gene	0	0	0	126:133
21560150	002	Body mass	phenotype	0	0	0	1062:1070
21560150	003	liver and spleen	phenotype	0	0	0	1073:1088
21560150	004	frequency of deformities	phenotype	0	0	0	1129:1152
21560150	005	embryonic development	phenotype	0	0	0	1456:1476
21500030	001	AI infection	phenotype	0	0	0	184:195
21500030	002	LPAI virus infection	phenotype	0	0	0	880:899
21500030	003	gastrointestinal tract	phenotype	0	0	0	1026:1047
21497461	001	Brachyspira intermedia	phenotype	0	0	0	484:505
21490006	001	sperm damage	phenotype	0	0	0	420:431
21477844	001	blood lead	phenotype	0	0	0	695:704,1188:1197
21477844	002	light diarrhea	phenotype	0	0	0	1041:1054
21441197	001	paramyxoviruses type 1	phenotype	0	0	0	7:28
21441197	002	Newcastle disease outbreaks	phenotype	0	0	0	1043:1069
21441193	001	virus infection	phenotype	0	0	0	450:464
21441193	002	LPAI virus infection	phenotype	0	0	0	1170:1189,1305:1324
21425324	001	external deformities	phenotype	0	0	0	398:417
21425324	002	lordosis and scoliosis	phenotype	0	0	0	796:817
21425324	003	twisting of the spine	phenotype	0	0	0	820:840
21425324	004	twisting of the neck	phenotype	0	0	0	875:894
21425324	005	deformities of the wings	phenotype	0	0	0	901:924
21425324	006	multiple deformities	phenotype	0	0	0	1097:1116
21424223	001	acid metalliferous	phenotype	0	0	0	302:319
21424223	002	storm water retention	phenotype	0	0	0	456:476
21424223	003	aspartate aminotransferase	gene	0	0	0	1303:1328
21424223	004	creatine kinase	gene	0	0	0	1331:1345
21424223	005	ventricular hemorrhage	phenotype	0	0	0	1673:1694
21424223	006	duodenal hemorrhage	phenotype	0	0	0	1719:1737
21424223	007	acute metal toxicosis	phenotype	0	0	0	1850:1870
21411076	001	acid dehydratase	gene	0	0	0	210:225
21411076	002	oxidative stress	phenotype	0	0	0	235:250
21411076	003	ALAD	gene	0	0	0	540:543
21411076	004	glutathione peroxidase	gene	0	0	0	640:661
21411076	005	vitamin A	gene	0	0	0	841:849
21406369	001	fractures possessed	phenotype	0	0	0	569:587
21406369	002	bone mass	phenotype	0	0	0	600:608
21406369	003	deformities of the TT bones of the domestic duck	phenotype	0	0	0	1513:1560
21337606	001	body weight	phenotype	0	0	0	178:188
21337606	002	hemorrhage	phenotype	0	0	0	448:457
21337606	003	impaired coagulation complex activity	phenotype	0	0	0	1047:1083
21313851	001	LPAI virus infections	phenotype	0	0	0	502:522
21313851	002	LPAI virus infection	phenotype	0	0	0	706:725
21313851	003	LPAI infection	phenotype	0	0	0	900:913
21310090	001	Mal	gene	0	0	0	640:642,980:982
21290415	001	bilaterally symmetric neoptile feathers	phenotype	0	0	0	929:967
21290415	002	symmetric neoptile feathers	phenotype	0	0	0	1102:1128,1678:1704
21290415	003	fragile calamus	phenotype	0	0	0	1138:1152
21248325	001	footpad dermatitis	phenotype	0	0	0	777:794
21248325	002	eye health	phenotype	0	0	0	797:806
21248325	003	gait score	phenotype	0	0	0	809:818
21248325	004	nostril condition	phenotype	0	0	0	825:841
23074663	001	presumed genesis modes of primordial pandemic	phenotype	0	0	0	406:450
21171838	001	body weight	phenotype	0	0	0	810:820
21161790	001	epidermal growth factor	gene	0	0	0	64:86
21161790	002	EGF	gene	0	0	0	89:91,706:708,1200:1202,1287:1289,1360:1362,1287:1289,1360:1362
21161790	003	protein kinase A	gene	0	0	0	837:852
21161790	004	cytochrome P450 side	gene	0	0	0	1000:1019
21161790	005	hydroxysteroid dehydrogenase	gene	0	0	0	1060:1087
21161790	006	erk kinase	gene	0	0	0	1314:1323
21161790	007	activated protein kinase	gene	0	0	0	1421:1444
21154053	001	Cryptosporidium parasite	phenotype	0	0	0	1555:1578
21140156	001	body mass	phenotype	0	0	0	717:725
21140156	002	swelling response	phenotype	0	0	0	894:910
21140156	003	body condition	phenotype	0	0	0	980:993,1175:1188,980:993,1175:1188
21140156	004	PHA swelling	phenotype	0	0	0	1637:1648
21082261	001	adipose differentiation	phenotype	0	0	0	105:127
21048952	001	egg mass	phenotype	0	0	0	946:953
20850473	001	CD4	gene	0	0	0	776:778
20850473	002	duck enteritis virus	phenotype	0	0	0	1017:1036
20843851	001	bill coloration	phenotype	0	0	0	1137:1151
20843851	002	chick survival	phenotype	0	0	0	1475:1488
20821613	001	Learning how much sediment waterfowl can consume in their diet and still maintain their health	phenotype	0	0	0	169:262
20821613	002	weight loss	phenotype	0	0	0	600:610
20821613	003	body weight	phenotype	0	0	0	736:746
20821543	001	mineral oil	phenotype	0	0	0	612:622
20723979	001	oxidative stress	phenotype	0	0	0	391:406
20723979	002	mitochondrial metabolism	phenotype	0	0	0	423:446
20688691	001	blood lead	phenotype	0	0	0	658:667,1337:1346
20688691	002	body weight	phenotype	0	0	0	792:802
20688691	003	lethargy	phenotype	0	0	0	1241:1248
20688691	004	decreased response to external stimulus	phenotype	0	0	0	1257:1295
20688643	001	carcass density	phenotype	0	0	0	970:984
20653279	001	Body mass	phenotype	0	0	0	473:481
20653279	002	body mass	phenotype	0	0	0	574:582
20653279	003	body size	phenotype	0	0	0	646:654
20653279	004	Improved body condition	phenotype	0	0	0	657:679
20637173	001	hematological immune	phenotype	0	0	0	1035:1054
20637173	002	gut canthaxanthin concentration	phenotype	0	0	0	1755:1785
20567986	001	cyst type IV	phenotype	0	0	0	141:152
20556426	001	cercarial dermatitis	phenotype	0	0	0	520:539
20556426	002	merganser and Anser anser	phenotype	0	0	0	901:925
20541945	001	duck breast muscle	phenotype	0	0	0	662:679
20529248	001	Hepatitis B	phenotype	0	0	0	13:23
20529248	002	liver infection	phenotype	0	0	0	57:71
20529248	003	HBV infection	phenotype	0	0	0	156:168
20529248	004	hepadnavirus infection	phenotype	0	0	0	224:245,412:433
20529248	005	Duck heptatitis B	phenotype	0	0	0	279:295
20529248	006	lamin A	gene	0	0	0	1221:1227
20529248	007	annexin A2	gene	0	0	0	1257:1266,1322:1331
20529248	008	amino acid metabolism	phenotype	0	0	0	1612:1632
20529248	009	stress responses	phenotype	0	0	0	1635:1650
20521698	001	embryo infectious dose	phenotype	0	0	0	507:528
20521652	001	high pathogenicity avian influenza	phenotype	0	0	0	249:282
20521652	002	green urine	phenotype	0	0	0	549:559
20521652	003	Escherichia coli infection	phenotype	0	0	0	753:778
20521652	004	Joostenburgvlakte region	phenotype	0	0	0	1006:1029
20521652	005	Oudtshoorn region	phenotype	0	0	0	954:970,1112:1128
20496603	001	sensory nerve conduction velocities	phenotype	0	0	0	671:705
20496603	002	cord dorsum potentials	phenotype	0	0	0	720:741
20496603	003	sensory nerve	phenotype	0	0	0	671:683,777:789
20496603	004	loss of sensory nerve conduction	phenotype	0	0	0	1437:1468
20454557	001	weight gain	phenotype	0	0	0	285:295,1958:1968
20454557	002	Liver mass	phenotype	0	0	0	1312:1321
20454557	003	weight increase	phenotype	0	0	0	1835:1849
20437221	001	plumage water retention	phenotype	0	0	0	1135:1157
20397088	001	leg skeletal muscle	phenotype	0	0	0	92:110
20382820	001	vascular endothelial cell tropism	phenotype	0	0	0	529:561
20382820	002	adrenal gland	phenotype	0	0	0	794:806
20382820	003	meningoencephalitis	phenotype	0	0	0	1162:1180
20382820	004	virus infections	phenotype	0	0	0	1335:1350
20382820	005	systemic disease	phenotype	0	0	0	1419:1434
20382820	006	asymptomatic infection of respiratory and gastrointestinal systems	phenotype	0	0	0	1459:1524
