species	gene_id	gene_name	gene	trait_ontology	trait	sentence	pubmed_id	relevant	irrelevant	sentence_id
Anas platyrhynchos	ENSAPLG00020006108	D-dopachrome decarboxylase	DDT	-	Anas platyrhynchos	DDT homologues and PCBs were determined in eggs of two stationary species, great crested grebe (Podiceps cristatus) and mallard (Anas platyrhynchos), in three breeding areas of Lake Maggiore in 1998.	12481873	0	0	APL12481873002
Anas platyrhynchos	ENSAPLG00020010463	Delta-aminolevulinic acid dehydratase	ALAD	-	blood lead concentration	The 12% CDARB diet resulted in a geometric mean blood lead concentration of 1.41 ppm (WW) with over 90% depression of red blood cell ALAD activity and over threefold elevation of free erythrocyte protoporphyrin concentration.	10871425	0	0	APL10871425001
Anas platyrhynchos	ENSAPLG00020010463	Delta-aminolevulinic acid dehydratase	ALAD	-	depression of red blood cell	The 12% CDARB diet resulted in a geometric mean blood lead concentration of 1.41 ppm (WW) with over 90% depression of red blood cell ALAD activity and over threefold elevation of free erythrocyte protoporphyrin concentration.	10871425	0	0	APL10871425001
Anas platyrhynchos	ENSAPLG00020010463	Delta-aminolevulinic acid dehydratase	ALAD	-	erythrocyte protoporphyrin concentration	The 12% CDARB diet resulted in a geometric mean blood lead concentration of 1.41 ppm (WW) with over 90% depression of red blood cell ALAD activity and over threefold elevation of free erythrocyte protoporphyrin concentration.	10871425	0	0	APL10871425001
Anas platyrhynchos	ENSAPLG00020010463	Delta-aminolevulinic acid dehydratase	ALAD	-	reduced red blood cell	Both species in the CDA River Basin in 1994-95 showed significantly reduced red blood cell delta-aminolevulinic acid dehydratase (ALAD) activity compared to the reference areas: Canada geese (HY -65.4 to -86.0%, adults -82.3%), and mallards (HY -90.7 to -95.5%, adults -94.	10790508	0	0	APL10790508001
Anas platyrhynchos	ENSAPLG00020006108	D-dopachrome decarboxylase	DDT	-	wild brown pelicans	In contrast, nearly all samples of eggs of experimental kestrels given DDT-contaminated diets and those of wild brown pelicans from the post-1945 era exhibited significant eggshell thinning.	15093475	0	0	APL15093475001
Anas platyrhynchos	ENSAPLG00020006108	D-dopachrome decarboxylase	DDT	-	eggshell thinning	In contrast, nearly all samples of eggs of experimental kestrels given DDT-contaminated diets and those of wild brown pelicans from the post-1945 era exhibited significant eggshell thinning.	15093475	0	0	APL15093475001
Anas platyrhynchos	ENSAPLG00020010463	Delta-aminolevulinic acid dehydratase	ALAD	-	blood lead	Activity of ALAD was significantly inversely correlated with blood lead levels.	15091521	0	0	APL15091521001
Anas platyrhynchos	ENSAPLG00020016407	ASL2	Argininosuccinate lyase	-	eye lens	Argininosuccinate lyase(ASL)/delta-crystallin is a prominent example of an enzyme-crystallin with roles as both a catalyst and a major structural component of the eye lens in birds and reptiles.	2269436	0	0	APL02269436001
Anas platyrhynchos	ENSAPLG00020013139	Somatotropin Growth hormone Precursor	GH	-	fatty acids	The inhibition of GH secretion was not due to accompanying changes in pancreatic function, since the infusion of a lower dose of somatostatin (200 ng/kg min) increased glucagon release and decreased plasma free fatty acids (FFA), as observed with the higher dose, but had no effect on GH concentrations.	2862973	0	0	APL02862973001
Anas platyrhynchos	ENSAPLG00020006108	D-dopachrome decarboxylase	DDT	-	reduce the reproductive success	One of the main ecotoxicological effects of DDT and its stable metabolite DDE is to reduce the reproductive success in several species of birds by decreasing the thickness of the eggshell.	7293792	0	0	APL07293792001
