ID	PMID	title	author	journal	time&volume	other_info	abstract
999	8967077	The effect of final host species on invasive activity of Sobolevicanthus gracilis (Cestoda, Hymenolepididae) oncospheres to intermediate hosts (Ostracoda)	Grytner-Ziecina B	Wiad Parazytol	 1996;42(2):181-4		Two species of ostracods: Heterocypris incongruens and Cypridopsis vidua were used as experimental intermediate hosts for Sobolevicanthus gracilis, with Anas platyrhynchos dom. and Gallus gallus as the two experimental final hosts. Three series of fourth-fold passages: in hens, from hens to ducks, and back into hens--via ostracods--were accomplished. The fourth series of passages--in turn to ducks--was carried out for confirmation the results obtained. The index of infective activity was calculated for each experimental series. It has been stated that the infective activity of oncospheres to H. incongruens differed from final host species to species, being clearly higher in larvae from hens then from ducks. No differences of the index depended on final host species were noticed in relation to C. vidua. The possible explanations of the results are discussed.
1000	8713040	Receptivity and susceptibility of the domestic duck (Anas platyrhynchos), the Muscovy duck (Cairina moschata), and their hybrid, the mule duck, to an experimental infection by Eimeria mulardi.	Sercy O, Nie K, Pascalon A, Fort G, Yvore P	Avian Dis	 1996 Jan-Mar;40(1):23-7		The receptivity and susceptibility of the Muscovy duck, the domestic duck, and their hybrid, the mule duck, toward an experimental infection by Eimeria mulardi were studied. To appraise their susceptibility, female ducklings were infected with a dose of 75,000 oocysts per duckling (bringing about a clinical coccidiosis). In another group, to compare the multiplication rates of the parasite in the three species of ducks, thus assessing their receptivity, an infection with 750 oocysts per duckling was realized. Eimeria mulardi develops in the three species of ducks. In each case, a significant decrease in growth in the contaminated group vs. the control group was noted, even though the Muscovy and the mule ducks were more susceptible to the contamination.
1001	8627931	Consumption of deoxynivalenol-contaminated wheat by mallard ducks under experimental conditions.	Boston S, Wobeser G, Gillespie M	J Wildl Dis	 1996 Jan;32(1):17-22	 doi: 107589/0090-3558-32117	Captive mallards (Anas platyrhynchos) were fed wheat containing 5.8 ppm deoxynivalenol (DON, vomitoxin) from an outbreak of Fusarium graminearium head-blight that occurred on grain crops in Manitoba, Canada, during 1993. There was no evidence of taste aversion to this grain during a 10-day palatability trial. No significant differences were detected in serum protein, calcium, glucose, creatinine kinase, aspartate aminotransferase or uric acid levels, blood packed cell volume, or body or organ weight, between ducks fed contaminated wheat and those fed uncontaminated wheat during a 14-day feeding trial. No gross or microscopic lesions were detected in birds fed contaminated wheat for 14 days. Based on these results, ducks will consume grain containing moderate levels of DON and short-term exposure to this grain will not result in obvious adverse effects.
1002	8627918	Effects of embedded tungsten-bismuth-tin shot and steel shot on mallards (Anas platyrhynchos).	Kraabel BJ, Miller MW, Getzy DM, Ringelman JK	J Wildl Dis	 1996 Jan;32(1):1-8	 doi: 107589/0090-3558-3211	We assessed the potential for embedded steel and tungsten-bismuth-tin (TBT) shot to adversely affect health of mallards (Anas platyrhynchos). Ducks were implanted with three number four steel (n = 19) or TBT (n = 20) shot pellets in their pectoral muscles. None of seven hematology parameters measured differed in response to treatment (P > or = 0.17). At necropsy 1, 2, 4, and 8 wk posttreatment, we observed only localized tissue reactions to embedded steel or TBT shot. Reactions differed grossly: after wk 1, embedded steel shot were enveloped in 0.5 to 2 mm grayish capsules, whereas TBT shot were surrounded by thinner (< 0.5 mm), translucent capsules. Corrosion of steel shot was apparent. Microscopic lesions associated with steel shot were characterized by moderate to severe histiocytic and lymphocytic inflammation and considerable particle deposition, whereas histiocytic inflammation was mild and particle deposition minimal in TBT lesions. Overall scores of inflammation at steel shot implant sites were greater (P < or = 0.043) than at TBT sites during wk 1 and 8. Inflammation at steel implant sites was relatively consistent over the 8-wk period, but decreased (P = 0.0017) at TBT sites by wk 8. Weights of steel shot recovered from muscle tissue declined logarithmically (R2 = 0.978, P = 0.0014) over 8 wk, but TBT shot weights remained unchanged (P = 0.255). Embedded TBT shot, as compared to steel, resisted corrosion and induced comparatively mild inflammatory responses in mallard muscle tissue. However, inflammatory reactions to both embedded steel and TBT shot were localized and had no detectable systemic effects on mallard health under experimental conditions.
1003	8579386	Toxicity of seleno-L-methionine, seleno-DL-methionine, high selenium wheat, and selenized yeast to mallard ducklings.	Heinz GH, Hoffman DJ, LeCaptain LJ	Arch Environ Contam Toxicol	 1996 Jan;30(1):93-9	 doi: 101007/BF00211333	The toxicity of four chemical forms of selenium (seleno-L-methionine, seleno-DL-methionine, selenized yeast, and high selenium wheat) was compared in day-old mallard ducklings (Anas platyrhynchos). In the first experiment, in which the basal diet was 75% wheat, survival after 2 weeks was lower for ducklings fed 30 micrograms/g selenium as seleno-L-methionine (36%) than for ducklings fed 30 micrograms/g selenium as seleno-DL-methionine (100%) or 30 micrograms/g selenium from high selenium yeast (88%). The concentration of selenium at 2 weeks in the livers of survivors was similar for ducklings fed 15 micrograms/g selenium as seleno-DL-methionine (12 micrograms/g, wet weight), seleno-L-methionine (11 micrograms/g), and high selenium wheat (11 micrograms/g), but was lower when the selenium came from selenized yeast (6.2 micrograms/g). When fed 30 micrograms/g selenium from the various sources, the selenium concentrations in liver were 20 micrograms/g for seleno-DL-methionine, 19 micrograms/g for seleno-L-methionine, and 9.9 micrograms/g for selenized yeast. In a second experiment, in which the basal diet was a commercial duck feed, survival after 2 weeks was 100% in ducklings fed 30 micrograms/g selenium as seleno-DL-methionine, seleno-L-methionine, or selenized yeast. Selenium concentrations in liver were similar for ducklings fed the 30-micrograms/g selenium diets as the DL or L forms of selenomethionine (27 and 25 micrograms/g), but lower for ducklings fed selenized yeast (13 micrograms/g).(ABSTRACT TRUNCATED AT 250 WORDS)
1004	8544048	Efficacy of praziquantel in natural populations of mallards infected with avian schistosomes.	Reimink RL, DeGoede JA, Blankespoor HD	J Parasitol	 1995 Dec;81(6):1027-9		In 1991, mallards (Anas platyrhynchos) on North and South Lake Leelanau in Leelanau Co., Michigan were trapped, examined for natural infections of avian schistosomes, and treated with praziquantel. Prevalence of infection from the 113 birds recaptured in 1992 was compared with that of the previous year on these 2 inland lakes after some of the birds were treated. Infections were determined by examining diluted fecal samples for hatched schistosome miracidia. Approximately 15% of the 366 birds captured the first year homed the second and made up about 27% of the resident mallard population. Of the birds treated in 1991, only 1.8% showed an infection in 1992 compared with 14.6% for previously untreated birds. These data indicate that praziquantel is an effective therapeutic agent for reducing natural infections of the parasite in mallards. Furthermore, yearly treatment of mallards at specific sites may not be necessary for effective control of swimmer's itch on North and South Lake Leelanau.
1005	7640300	The duck gene for alpha B-crystallin shows evolutionary conservation of discrete promoter elements but lacks heat and osmotic shock response.	Wistow G, Graham C	Biochim Biophys Acta	 1995 Aug 22;1263(2):105-13	 doi: 101016/0167-4781(95)00087-w	The gene for alpha Beta-crystallin from a bird (the domestic duck, Anas platyrhynchos) has been cloned and sequenced to allow comparison with its mammalian homologues. The duck gene has the same general structure as those of humans and rodents although, unlike those of mammals, the duck gene has two polyadenylation signals at the 3' end. The most interesting comparisons are in the 5'flanking promoter regions. In contrast to the broad conservation of promoter sequence among mammals, only two significant blocks and a few smaller elements have been conserved during evolution in the more distantly related avian gene. Block 1 (-350/-308) corresponds to alpha BE-2, a functional element defined in the mouse gene. Further downstream, block 2 (-98/-65) shows 27/33 identity among all three species but does not correspond to any previously defined element. Other regions are less well-conserved. In particular, putative heat-shock response elements of the mammalian alpha B-crystallin genes are absent from the duck gene. In contrast to the heat and osmotic stress-inducibility of mouse alpha B-crystallin in NIH 3T3 cells, duck alpha B-crystallin showed no inducibility in duck cells in culture. Thus, although high expression in lens is common to alpha B-crystallin genes in birds and mammals, other modes of expression appear to be taxon-specific.
1006	8592358	The occurrence of mycoplasmas in selected wild North American waterfowl.	Goldberg DR, Samuel MD, Thomas CB, Sharp P, Krapu GL, Robb JR, Kenow KP, Korschgen CE, Chipley WH, Conroy MJ, et al.	J Wildl Dis	 1995 Jul;31(3):364-71	 doi: 107589/0090-3558-313364	We determined the prevalence of mycoplasma infection in breeding mallard (Anas platyrhynchos) and canvasback (Aythya valisineria) hens and their broods from the central United States (1988 to 1990); and wintering American black duck (Anas rubripes) and mallard hens from the eastern United States (1990 to 1993). Mycoplasmas were isolated by culturing tracheal swabs from 656 live birds and tissue samples from 112 dead waterfowl. Nine (18%) of 51 mycoplasma isolates were identified as Mycoplasma anatis; M. anatis was recovered from four mallards, a black duck, and a gadwall (Anas strepera) duckling. Nineteen (37%) of 51 mycoplasma isolates were identified as Mycoplasma cloacale; these isolates were obtained from mallard, canvasback, and black duck adults, and from a mallard duckling. Additional unspeciated mycoplasmas were isolated from mallards, black ducks, and one canvasback.
1007	8592347	Vitamin A status of wild mallards (Anas platyrhynchos) wintering in Saskatchewan.	Honour S, Kennedy S, Trudeau S, Wobeser G	J Wildl Dis	 1995 Jul;31(3):289-98	 doi: 107589/0090-3558-313289	Vitamin A status of wild male mallards (Anas platyrhynchos) overwintering in Saskatchewan, Canada was determined. Vitamin A levels < 0.2 micrograms hepatic retinyl palmitate/g liver, occurred in 6% and 25% of male mallards sampled in 1991 to 1992 and 1992 to 1993, respectively. There was no temporal trend in vitamin A levels over either winter. Squamous metaplastic lesions, commonly associated with vitamin A deficiency in domestic animals, were not observed in any bird; hence, they were not a good indicator of vitamin A status in wild mallards. Serum retinol was not a good indicator of vitamin A status in wild mallards. Many mallards in good body condition had low vitamin A levels; thus, we propose that good body condition and ample fat stores are not indicative of overall health of the bird.
1008	8592346	Experimental vitamin A deficiency in mallards (Anas platyrhynchos): lesions and tissue vitamin A levels.	Honour SM, Trudeau S, Kennedy S, Wobeser G	J Wildl Dis	 1995 Jul;31(3):277-88	 doi: 107589/0090-3558-313277	Captive mallards (Anas platyrhynchos), fed an all-grain diet for up to 5 months during the winters of 1991 to 1992 and 1992 to 1993, developed lesions of squamous metaplasia; some had no detectable hepatic vitamin A. Vitamin A deficiency in mallards was defined as hepatic levels of retinyl palmitate < 2 micrograms/g liver. Lesions were found only in ducks with low levels of hepatic vitamin A, but not all ducks with these low levels of hepatic vitamin A had histological lesions. The prevalence of lesions in the esophagus was greatest cranially and caudally and less common in the central region. Palatine salivary glands rarely were affected. Mallards with liver stores > 600 micrograms of hepatic retinyl palmitate per g liver, fed a diet deficient in vitamin A were unlikely to become deficient over a 5 month period. Birds fed an all-grain diet had significantly lower vitamin A concentrations in their liver compared to those fed an all-grain diet with vitamin A added. Liver weight, when corrected for body size, did not affect vitamin A concentration. Serum retinol levels were conserved over a large range of hepatic vitamin A levels but levels below 300 micrograms retinol/l were useful in detecting vitamin A deficiency in captive mallards. Based on the findings, the presence of lesions provides a conservative measure of vitamin A status in ducks and tissue levels should be measured in instances when mallards have questionable vitamin A status.
1009	7775238	Uveal malignant melanoma in a duck.	Gilger BC, McLaughlin SA, Smith P	J Am Vet Med Assoc	 1995 May 15;206(10):1580-2		An adult male Muscovy (Cairina moschata) X Peking (Anas platyrhynchos) duck had a primary malignant uveal melanoma with periocular extension involving the left eye. The periocular mass displaced the globe 1.5 cm laterally. Thoracic metastasis of the ocular neoplasm infiltrated the pectoral muscles, rib cage, and cranial lung lobe on the left side, causing diminished voluntary motion of the left wing. The left orbit was exenterated, but tumor regrowth was evident within 2 weeks. This case was unusual because melanocytic neoplasms are rare in birds.
1010	7567080	Blastocystis fauna	Belova LM	Parazitologiia	 1995 May-Jun;29(3):208-13		On the area of former USSR and Russia 10 species of Blastocystis were described: Blastocystis lessonae from Rana lessonae, B. anatis from Anas platyrhynchos, B. anseri from Anser anser, B. galli from Gallus gallus, B. numidae from Numida meleagris, B. meleagridis from Meleagris gallopavo, B. equi from Equus coballus, B. suis from Sus scrofa, B. bovis from Bos taurus, B. ovis from Ovis aries.
1011	8583635	Influenza A viruses isolated from waterfowl in two wildlife management areas of Pennsylvania.	Alfonso CP, Cowen BS, van Campen H	J Wildl Dis	 1995 Apr;31(2):179-85	 doi: 107589/0090-3558-312179	A survey was conducted at two wildlife management areas of Pennsylvania (USA) to evaluate an antigen capture enzyme-linked immunosorbent assay (AC-ELISA) for the detection of avian influenza viruses (AIV) in cloacal swabs from waterfowl and to determine the influenza A virus subtypes and the distribution of these viruses among waterfowl. We collected 330 cloacal swabs from hunter-killed waterfowl in the fall of 1990 and from cage-captured waterfowl in the summer of 1991. Thirty-one hemagglutinating agents were isolated by chicken embryo inoculation (CEI) of which 27 were influenza A viruses and four Newcastle disease viruses (NDV). The prevalence of AIV infection was 8.2%. Compared to CEI, AC-ELISA was only 15% sensitive and 61% specific. Based on the distribution of AIV by species of waterfowl, mallards (Anas platyrhynchos) and American wigeons (Anas americana) were at equal risk of AIV infection even though most of the AIV isolates came from mallards. Although significant crude effects of sampling site and season on AIV recovery could be established, juvenile age was identified as the primary risk factor of AIV recovery. Twelve AIV subtypes were identified by hemagglutination inhibition (HI) and neuraminidase inhibition (NI) tests. The most prevalent subytpes were H4N8 and H6N8. We concluded that AC-ELISA was not useful for the detection of AIV in cloacal swabs from waterfowl and that CEI, HI, and NI tests remain as the method of choice for AIV screening in waterfowl. Based on the results AIV infected preferentially the young which represent the high risk group in waterfowl populations.(ABSTRACT TRUNCATED AT 250 WORDS)
1012	8583634	Effects of Mycoplasma anatis and cold stress on hatching success and growth of mallard ducklings.	Samuel MD, Goldberg DR, Thomas CB, Sharp P	J Wildl Dis	 1995 Apr;31(2):172-8	 doi: 107589/0090-3558-312172	We inoculated game-farm mallard (Anas platyrhynchos) eggs and 1-day-old birds with Mycoplasma anatis to determine its effect on hatching success and growth rates of ducklings. Inoculations of eggs reduced hatching success, hatchling size, and duckling growth rates, compared to controls. Intratracheal inoculations of 1-day-old birds did not affect growth rates. Hatchlings and 1-day-old ducklings grew much slower for the first 7 to 10 days when raised at 17 to 19 C, compared to controls raised at 30 to 35 C. The effect of cold stress on growth was greater than the effect of M. anatis infection; we found no synergistic effects between cold stress and M. anatis infection.
1013	7793009	Pathogenesis of avian mycobacteriosis in the domestic goose (Anser anser f. domestica) and duck (Anas platyrhynchos f. domestica)	Hejlicek K, Treml F	Vet Med (Praha)	 1995 Apr;40(4):117-21		Experimental infections enabled to test susceptibility of the goose and duck to M. avium. After intramuscular implantation of M. avium suspension, local lesions were observed at the spot of puncture in the geese, and miliary tuberculosis of spleen in 35 days, as well as miliary tuberculosis of liver after 69 days. In the ducks, local lesions were found at the spot of puncture in 35 days and miliary tuberculosis of liver and spleen in 69 days. Cultivation demonstrated mycobacteria in various tissues and organs since day 12 after infection. Peroral infection with contaminated feed caused lesions in spleen and intestine in the geese in 106 days, and then in liver and lungs in 133 days. The ducks had lesions in the intestine in 106 days, and in liver and spleen in 133 and 136 days, resp. Cultivation proved sporadic mycobacteria in liver, spleen, lungs and/or bone marrow and brain in both species. No tuberculous lesions were observed in the geese or ducks within 253 days of the experiment after infections by contacts with the TBC fowl. Cultivation demonstrated sporadic mycobacteria in liver, spleen, kidneys, lungs and bone marrow. The goose and the duck are very resistant to M. avium infection. The duck seems to be less susceptible than the duck.
1014	7733242	Adaptive differentiation of avian exocrine cells alters their pHi response to mAChR activation.	Bentz C, Hildebrandt JP	Am J Physiol	 1995 Apr;268(4 Pt 1):C944-51	 doi: 101152/ajpcell19952684C944	Muscarinic receptor-mediated changes in intracellular pH (pHi) were measured in isolated 2',7'-bis(2-carboxyethyl)-5(6)-carboxyfluorescein-loaded cells, suspended in bicarbonate-containing media, from the exocrine nasal gland of freshwater-fed ducklings (Anas platyrhynchos). The pHi recovery from an acid load was sensitive to amiloride, required sodium ions in the external medium, and was independent of added bicarbonate. These findings are consistent with the hypothesis that the pHi recovery was mediated by a Na+/H+ exchanger. Muscarinic activation of cells resulted in a sustained cytosolic alkalinization that was sensitive to atropine and that was blocked by amiloride. Activation of protein kinase C (PKC) or inhibition of protein phosphatases mimicked the effect of receptor activation on pHi, whereas inhibitors of PKC blocked the response, indicating that phosphorylation of a major pHi control mechanism results in a shift of pHi to more alkaline values. In contrast, fully differentiated salt gland cells isolated from nasal glands of salt-stressed ducklings responded to muscarinic receptor activation with a transient cytosolic acidification. These findings raise the question whether the cytosolic alkalinization in muscarinic acetylcholine receptor-activated naive cells may serve as a signal or a permissive factor for the initiation of adaptive growth and/or differentiation processes observed in the salt glands of salt-stressed birds.
1015	7893758	Linkage and expression of the argininosuccinate lyase/delta-crystallin genes of the duck: insertion of a CR1 element in the intergenic spacer.	Li X, Wistow GJ, Piatigorsky J	Biochim Biophys Acta	 1995 Mar 14;1261(1):25-34	 doi: 101016/0167-4781(94)00211-k	delta-Crystallin is the major component of the lenses of most birds and reptiles. In the chicken there are two closely linked, tandemly oriented genes. Almost all of the delta-crystallin of the embryonic chicken lens is produced by the 5' delta 1 gene. This high lens activity has been attributed to an enhancer in intron 3. The 3' delta 2 gene encodes the enzyme argininosuccinate lyase (ASL) which is expressed at a low level in the chicken lens. Both chicken delta-crystallin genes are also expressed slightly in heart and brain, with ASL/delta 2 predominating over delta 1. In the duck (Anas platyrhynchos), ASL/delta 2-crystallin serves as both enzyme and crystallin, resulting in very high levels of ASL activity in the lens. Here we show by genomic cloning that the ASL/delta- crystallin locus is highly conserved between duck and chicken, with the two duck delta-crystallin genes closely linked in tandem. The 4.6 kbp intergenic spacer in the duck locus is 79% identical to the 4 kbp chicken spacer, except for the existence of a 615 bp CR1 element, highly reiterated in the duck genome, 1.8 kbp upstream of the duck ASL/delta 2 gene. The CR1 sequence is a truncated LINE element containing the 3' half of an open reading frame for a retroviral pol-like reverse transcriptase. Sequence analysis revealed (i) that intron 3 of the duck ASL/delta 2 gene is very similar (80%) to intron 3 of the chicken delta 1 and ASL/delta 2 genes, especially in the region of the chicken delta 1 enhancer core (93% identical) and (ii) that the 3' boundary of exon 2 of the duck ASL/delta 2 gene has undergone a recent splice-site slippage event, resulting in a two amino acid insertion in the encoded polypeptide. Finally, reverse transcription/polymerase chain reaction experiments established that both delta-crystallin genes are equally expressed to a high level in the embryonic duck lens; by contrast, both delta-crystallin genes produce a low amount of mRNA in the heart and brain of the embryonic duck, with the enzymatically active ASL/delta 2 being preferentially expressed.
1016	15091521	Accumulation in and effects of lead and cadmium on waterfowl and passerines in northern Idaho.	Blus LJ, Henny CJ, Hoffman DJ, Grove RA	Environ Pollut	 1995;89(3):311-8	 doi: 101016/0269-7491(94)00069-p	Waterfowl and passerines in northern Idaho in 1987 had high levels of lead in their blood and tissues that originated primarily from mining and smelting activities. Four Canada geese (Branta canadensis) and one common goldeneye (Bucephala clangula) found dead contained 8 to 38 microg/g (wet mass) of lead in their livers. These levels exceed the lower lethal limit of 5 microg/g in experimental birds. Two of the Canada geese (one each from the contaminated and reference areas) died with ingested lead shotgun pellets (shot) in their gizzards, whereas the other three birds from the contaminated area contained no ingested shot and evidently died from ingesting environmental lead in sediment or biota. Lead burdens in most American robins (Turdus migratorius) and mallards (Anas platyrhynchos) were high, whereas those in tree swallows (Tachycineta bicolor) were slightly elevated. Lead accumulated to potentially hazardous levels in blood and tissues of some nestling robins (maxima of 0.87 microg/g in blood and 5.6 microg/g in liver) and mallards (maxima of 10.2 microg/g in blood and 2.8 microg/g in liver). In mallards, lead levels and associated physiological characteristics of blood were significantly different in juveniles (HY) versus adults (AHY). Activity of delta-aminolevulinic acid dehydratase (ALAD) was about 87 to 95% lower than values for control birds in experimental studies. Activity of ALAD was significantly inversely correlated with blood lead levels. Cadmium was detected in kidneys of most birds, but even the maximum concentration of 7.5 microg/g in an AHY mallard was below known harmful levels.
1017	9319469	Hydroplaning by ducklings: overcoming limitations to swimming at the water surface	Aigeldinger T, Fish F	J Exp Biol	 1995;198(Pt 7):1567-74	 doi: 101242/jeb19871567	Rapid escape behavior by mallard (Anas platyrhynchos) ducklings is restricted to burst swimming at the water surface. Maximum speed may be limited because of the pattern of waves created as the duckling's body moves through the water (hull speed). Burst speeds for 9-day-old ducklings were compared with predicted hull speeds, based on the waterline length of ducklings either resting in water or actively swimming. Kinematic analysis of video tapes showed a mean maximum burst speed of 1.73 m s-1, which was four times greater than the predicted hull speed. At burst velocities, stroke frequency was 1.9 times higher than the stroke frequency measured during steady low-speed paddling. Transition to burst speeds from steady paddling occurred near predicted hull speed. The paddling motions of the webbed feet were used to generate both thrust and lift. By using lift to raise the body above the water surface, the influence of waves in restricting maximum swimming speed is negated. The duckling's body becomes a planing type of hull and skims on the water surface.
1018	8568228	Regional differences in the blood-brain-barrier of the subfornical organs of rats and ducks (Anas platyrhynchos).	Schmid HA	J Hirnforsch	 1995;36(4):565-74		Recently published electrophysiological data investigated the effect of blood borne and brain intrinsic substances on the activity of neurons in the duck subfornical organ (SFO). This study defines histologically the region in the duck SFO, where blood borne substances can possibly influence neuronal activity. Intravenous injection of Evans blue, a dye which labels brain structures devoid of a blood brain barrier (BBB), resulted in diffuse labelling of the duck SFO from the anterior commissure to the end of the organ in rostrocaudal extension. In addition, specifically labelled neurons could be observed just rostral to the diffuse Evans blue labelling and in an area dorsomedial to the large central blood vessel. The majority of the somata of these heavily stained neurons were located inside the BBB, whereas in the areas with diffuse Evans blue labelling, thus being outside the BBB, labelled cells were rarely observed. Intravenous injection of Evans blue in rats resulted similarly in diffuse labelling of the parenchyma of the medial and caudal part of the SFO, with only a few, but heavily stained cells with fusiform somata. The rostral region of the rat SFO, which is known to have a functional BBB, shows hardly any diffuse labelling, but there the majority of neurons show strong Evans blue fluorescence. It is concluded that the heavily labelled somata inside the BBB have axonal or dendritic projections to BBB-free areas, where they can take up the dye. This study gives a functional description of the extension of the SFO areas without a BBB of rats and ducks. It is concluded that blood borne agents can affect those SFO neurons which have their somata located outside the BBB as well as those located inside the BBB which have terminals projecting to BBB free regions.
1019	7620877	Domestication and plasticity of brain organization in mallards (Anas platyrhynchos).	Ebinger P	Brain Behav Evol	 1995;45(5):286-300	 doi: 101159/000113557	The sizes and histological differentiation of structures in the central nervous system of wild and domestic ducks were compared using allometric methods. Whole brain volume is 14.3% less in domestic ducks than in wild birds, and the size of certain brain structures is more variable in domestic ducks than in the wild birds. These findings are consistent with results of studies in other domestic birds and in domestic mammals. Although the brain subdivision volumes are not reduced to the same extent, the relative composition of the brain is maintained in domestic ducks. The overall reduction in rhombencephalic parts of the brain (16.3%) is greater than that in the prosencephalon (13.5%). Within sensory centers the nuclei of the trigeminal system undergo the most marked decrease (21.3%). Optic (13.3%) and limbic (11.1%) structures are less reduced, and the olfactory regions do not show any differences in volume compared to these regions in wild mallards. Reductions in the volumes of brain structures in domesticated animals have been thought to be processes of functional adaptation controlled by artificial selection. Our observations are discussed with regard to hypotheses about trends in domestication and evolutionary plasticity.
1020	7989756	One gene encodes the heavy chains for three different forms of IgY in the duck.	Magor KE, Higgins DA, Middleton DL, Warr GW	J Immunol	 1994 Dec 15;153(12):5549-55		IgY, the major Ab of the duck (Anas platyrhynchos), exists in two secreted forms and a transmembrane (TM) form. To investigate the genetic relationships of the multiple IgY we cloned the gene encoding the IgY (upsilon) heavy chains. The heavy chain of the smaller (5.7S) IgY, which lacks the third and fourth constant domains, results from the use of a unique terminal exon found in the intron between the second and third C region exons. Alternate pre-mRNA processing pathways also produce a full-length upsilon-chain and a TM form, each having four C region domains. Although the number of secretory exons and the inferred positions of intramolecular disulfide bonds indicate structural similarity between IgY and IgE, the TM exons of duck IgY share high sequence identity and a similar pattern of RNA processing with those of IgG. These results suggest that IgG and IgE may have diverged from an ancestral molecule resembling IgY.
1021	7768317	cDNA sequence and organization of the immunoglobulin light chain gene of the duck, Anas platyrhynchos.	Magor KE, Higgins DA, Middleton DL, Warr GW	Dev Comp Immunol	 1994 Nov-Dec;18(6):523-31	 doi: 101016/s0145-305x(06)80006-6	A cDNA was cloned which encoded an immunoglobulin (Ig) light (L) chain of the White Pekin duck. The organization of the variable (V) and constant (C) domains was analyzed by genomic Southern blotting. The duck L chain gene has a similar chromosomal organization to that of the chicken, with a single lambda-like C region and multiple VL, hybridizing elements. The amino acid sequence of the VL region of the White Pekin duck L chain showed 88% identity with the Muscovy duck and 87% identity with the chicken, the JL region showed 92% identity with these species, and the CL region showed 88% identity with Muscovy duck and 66% with chicken. The constraints imposed by the gene-conversion mechanism of generating antibody diversity might account for the similarities of the avian V region sequences.
1022	7760480	Use of sentinel mallards for epizootiologic studies of avian botulism.	Rocke TE, Brand CJ	J Wildl Dis	 1994 Oct;30(4):514-22	 doi: 107589/0090-3558-304514	Captive-reared mallards (Anas platyrhynchos) were used as sentinels to study the epizootiology of avian botulism at the Sacramento National Wildlife Refuge, Willows, California (USA) from 1986 to 1989. Sentinel mallards were wing-clipped, and 40 to 50 birds were confined in 1.6-ha enclosures in 11 selected wetlands (pools). Enclosures were searched intensively three to four times weekly from July through October. Sick and dead wild and sentinel birds were collected, necropsied, and tested for type C botulism toxin. Botulism epizootics occurred in sentinel mallards in 1986, 1987, and 1989, but only a few isolated cases of botulism were detected in 1988. In most epizootics, botulism also was detected simultaneously in wild birds using the same pool outside the enclosure. Epizootics in sentinels were initiated and perpetuated in the absence of vertebrate carcasses. A sex-specific trend in the probability of intoxication was detected, with males contracting botulism at a higher rate than females. Daily mortality rates of sentinels during botulism epizootics ranged from 0.0006 to 0.0600, with a mean of 0.0190. These rates would result in the daily loss of 0.6 to 60 birds per thousand at risk. The use of sentinel birds provided an effective means of gathering site-specific epizootiologic data.
1023	7702525	Hemosporid parasitism of mallards at the southern periphery of their breeding range.	Fedynich AM, Pence DB	Avian Dis	 1994 Oct-Dec;38(4):885-6		Thin blood smears from 37 juvenile mallards (Anas platyrhynchos) collected in the Playa Lakes Region of Texas during summers 1990 and 1991 were examined for hemosporids. Only one bird was infected with a Plasmodium sp. Parasite intensity was seven per 10,000 erthrocytes. The low prevalence of Plasmodium sp. and the lack of other blood parasites in resident mallards suggests that hemosporid parasitism at the southern periphery of their breeding range is very different from that at the northern breeding grounds.
1024	7828009	Genetic parameters from factorial cross breeding in two duck strains (anas platyrhynchos) Brown Tsaiya and Pekin, for growth and fatty liver traits.	Rouvier R, Guy G, Rousselot-Paillet D, Poujardieu B	Br Poult Sci	 1994 Sep;35(4):509-17	 doi: 101080/00071669408417716	1. A total of 655 mule ducklings were produced in three hatches by artificial insemination of common duck females Brown Tsaiya and Pekin "Alienor" and of their 2 reciprocal crossbreds with Muscovy semen. 2. They were fed ad libitum until 6 weeks, then restricted to one meal per day until day 75 and afterwards preforce fed until day 84 and subsequently forced fed by 2 crammers, twice a day, from the age of 85 d and for a maximum of 13 d. 3. Body weight at hatching, 28 d, 56 d, 75 d, 84 d and at slaughter, the number of force-fed meals, the "paletot" weight, the fatty liver weight, the fat release rate after sterilisation of a 60 g portion of liver and the serous melting rate were measured individually. 4. Significant dam genotype and hatch effects were present for all traits. The crammer effect on force feeding traits was also significant. For mule ducks from Brown Tsaiya, Tsaiya x Pekin, Pekin x Tsaiya and Pekin dams respectively, mean body weight was 2356, 3219, 3137 and 3801 g at 12 weeks, "paletot" weight was 1585, 2111, 2110 and 2470 g, fatty liver weight was 441, 585, 563 and 641 g, fat release rate was 35.1, 40.5, 38.2 and 46.0%. 5. The estimated differences between Pekin and Tsaiya genetic effects in their mule progeny were significant and in favour of the Pekin, except for the number of force fed meals and for the serous melting rate.(ABSTRACT TRUNCATED AT 250 WORDS)
1025	7803160	Location of premotor neurons of the motor nuclei innervating craniocervical muscles in the mallard (Anas platyrhynchos L.).	Tellegen AJ, Dubbeldam JL	Eur J Morphol	 1994 Aug;32(2-4):138-41		Reticular premotor neurons of craniocervical muscles in the duck were localized with the retrograde tracer HRP and the anterograde tracer WGA-HRP. In the reticular formation neck premotor neurons were found in the gigantocellular reticular nucleus and in the ventromedial part of the parvocellular reticular nucleus rostral to the obex, and caudal to the obex in the nucleus centralis ventralis of the medulla. Results were compared with premotor areas of jaw muscles. The ventromedial part of the parvocellular reticular formation contains neck as well as jaw premotor neurons. This area may serve as the neural substrate for the coordination of neck and jaw movements.
